,Serial Number,w2v_idealvalues,dotprod_calcvalues,pca_values,tSNE_values,newmethod_values
62,63,0.12617725,0.12617728,0.014618822701536803,1023.7304,0.0
63,64,0.22339864,0.22339873,0.014618822701536803,24.61908,0.0
64,65,0.029221976,0.029221972,0.014618822701536803,20.46193,0.0
65,66,0.18212931,0.1821293,0.014618822701536803,-656.6113,0.0
66,67,0.04746811,0.04746809,0.014618822701536803,-3046.179,0.0
67,68,0.0049839932,0.0049839886,0.014618822701536803,1939.769,0.0
68,69,0.0104363505,0.010436362,0.014618822701536803,-133.17111,0.0
69,70,0.13255554,0.13255559,0.014618822701536803,2870.2393,0.0
70,71,0.17772566,0.17772566,0.014618822701536803,-1139.6788,0.0
71,72,0.025786152,0.02578614,0.014618822701536803,-1205.4786,0.0
72,73,0.066303626,0.06630358,0.014618822701536803,-2862.4924,0.0
73,74,0.016302584,0.016302584,0.014618822701536803,1288.7233,0.0
74,75,-0.043040294,-0.043040276,0.014618822701536803,707.9441,0.0
75,76,-0.025468046,-0.02546804,0.014618822701536803,-4254.9336,0.0
76,77,0.04872235,0.04872236,0.014618822701536803,-1146.1888,0.0
77,78,-0.02236544,-0.022365445,0.014618822701536803,1052.1396,0.0
78,79,0.014433539,0.014433543,0.014618822701536803,1534.0895,0.0
79,80,0.15773225,0.15773232,0.014618822701536803,1529.4746,0.0
80,81,0.08194122,0.08194122,0.014618822701536803,874.4201,0.0
81,82,0.05103441,0.0510344,0.014618822701536803,1016.7368,0.0
82,83,0.047162786,0.047162767,0.014618822701536803,523.62573,0.0
83,84,0.066779956,0.066779956,0.014618822701536803,888.25305,0.0
84,85,-0.04645311,-0.04645312,0.014618822701536803,8949.92,0.0
85,86,0.009670594,0.00967059,0.014618822701536803,2538.6592,0.0
86,87,0.2231704,0.22317037,0.014618822701536803,-447.3708,0.0
87,88,0.053959284,0.053959288,0.014618822701536803,618.6928,0.0
88,89,0.1044566,0.10445658,0.014618822701536803,1296.263,0.0
89,90,-0.03339704,-0.033397034,0.014618822701536803,2190.082,0.0
90,91,0.01607636,0.01607636,0.014618822701536803,-2400.5078,0.0
91,92,0.041368827,0.041368827,0.014618822701536803,-205.72589,0.0
92,93,0.119709514,0.11970952,0.014618822701536803,-1314.3499,0.0
93,94,0.027559908,0.027559925,0.014618822701536803,2030.1925,0.0
94,95,0.038636714,0.038636725,0.014618822701536803,-821.3133,0.0
95,96,0.21934825,0.21934834,0.014618822701536803,2119.205,0.0
96,97,0.12556693,0.12556694,0.014618822701536803,2485.8286,0.0
97,98,0.038487267,0.03848727,0.014618822701536803,3684.1123,0.0
98,99,0.10962827,0.109628275,0.01461882270153681,6384.6167,0.0
99,100,0.0968936,0.09689355,0.01461882270153681,-1184.8845,0.0
